date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2012-12-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1700,1.13
2012-12-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,14652.5,9.76
2012-12-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1809.07,1.21
2012-12-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1812.5,1.21
2012-12-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2012-12-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7190,4.79
2012-12-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1984.82,1.32
2012-12-15,North,Tripoli,North,1705,34.44,35.83,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15757.5,10.5
2012-12-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7500,5
2012-12-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2000,1.33
2012-12-15,North,Zgharta,Zgharta,1709,34.4,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2012-12-15,North,Zgharta,Zgharta,1709,34.4,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15700,10.46
2012-12-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6458.33,4.3
2012-12-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1908.33,1.27
2012-12-15,South,Saida,South,1704,33.56,35.38,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2666.67,1.78
2012-12-15,South,Saida,South,1704,33.56,35.38,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,13231.44,8.82
2012-12-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7625,5.08
2013-01-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1941.96,1.29
2013-01-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1773.45,1.18
2013-01-15,Akkar,Akkar,Akkar,1684,34.53,36.08,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1989.83,1.33
2013-01-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6608.97,4.4
2013-01-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1769.06,1.18
2013-01-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1988.75,1.32
2013-01-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1792.19,1.19
2013-01-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1687.5,1.12
2013-01-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2125,1.42
2013-01-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,11750,7.83
2013-01-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7000,4.66
2013-01-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1734.38,1.16
2013-01-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,10250,6.83
2013-01-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1816.96,1.21
2013-01-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-01-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7000,4.66
2013-01-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1913.64,1.27
2013-01-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,13102.27,8.73
2013-01-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7500,5
2013-01-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1665,1.11
2013-01-15,El Nabatieh,El Nabatiye,El Nabatieh,1702,33.38,35.48,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-01-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2312.5,1.54
2013-01-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,2125,1.42
2013-01-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15800,10.53
2013-01-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2019.58,1.35
2013-01-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-01-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,16308.33,10.86
2013-01-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7474.5,4.98
2013-01-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2007.81,1.34
2013-01-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1775.95,1.18
2013-01-15,North,Tripoli,North,1705,34.44,35.83,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15701,10.46
2013-01-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7000,4.66
2013-01-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2312.5,1.54
2013-01-15,North,Zgharta,Zgharta,1709,34.4,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-01-15,North,Zgharta,Zgharta,1709,34.4,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,18500,12.33
2013-01-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7000,4.66
2013-01-15,South,Saida,South,1704,33.56,35.38,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1906.25,1.27
2013-01-15,South,Saida,South,1704,33.56,35.38,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2500,1.67
2013-01-15,South,Saida,South,1704,33.56,35.38,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15366.46,10.24
2013-01-15,South,Sour,Sour,1706,33.27,35.2,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1640.72,1.09
2013-01-15,South,Sour,Sour,1706,33.27,35.2,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2937.5,1.96
2013-01-15,South,Sour,Sour,1706,33.27,35.2,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15005.83,1
2013-02-15,Akkar,Akkar,Akkar,1684,34.53,36.08,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1988.88,1.33
2013-02-15,Akkar,Akkar,Akkar,1684,34.53,36.08,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1985.36,1.32
2013-02-15,Akkar,Akkar,Akkar,1684,34.53,36.08,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,16242.68,10.83
2013-02-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6484.85,4.32
2013-02-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1696.32,1.13
2013-02-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1986.47,1.32
2013-02-15,Baalbek-El Hermel,Baalbek,Baalbek-El Hermel,1687,34,36.21,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,13377.94,8.92
2013-02-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6527.78,4.35
2013-02-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1777.78,1.19
2013-02-15,Baalbek-El Hermel,El Hermel,Hermel,1695,34.4,36.39,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,13944.44,9.3
2013-02-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6750,4.5
2013-02-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1734.38,1.16
2013-02-15,Bekaa,Rachiaya,Rashaya,1703,33.53,35.87,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,13375,8.92
2013-02-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1857.12,1.24
2013-02-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1557.69,1.04
2013-02-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1988.46,1.33
2013-02-15,Bekaa,West Bekaa,West Beqaa,1707,33.63,35.76,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,14653.85,9.77
2013-02-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,6522.58,4.35
2013-02-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,1981.29,1.32
2013-02-15,Bekaa,Zahle,Bekaa,1708,33.85,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2161.29,1.44
2013-02-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1666.67,1.11
2013-02-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-02-15,Mount Lebanon,El Meten,El Metn,1693,33.92,35.72,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,17340,11.56
2013-02-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7000,4.67
2013-02-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2104.38,1.4
2013-02-15,North,El Minieh-Danieh,Minieh-Dannieh,1701,34.38,36.07,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1750,1.17
2013-02-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,LBP,7277.72,4.85
2013-02-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2021.84,1.35
2013-02-15,North,Tripoli,North,1705,34.44,35.83,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1760.78,1.17
2013-02-15,North,Tripoli,North,1705,34.44,35.83,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,1948.56,1.3
2013-02-15,North,Tripoli,North,1705,34.44,35.83,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,15515,10.34
2013-02-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Fish (tuna, canned)",322,185 G,actual,Retail,LBP,2312.5,1.54
2013-02-15,North,Zgharta,Zgharta,1709,34.4,35.9,"meat, fish and eggs","Meat (beef, canned)",320,200 G,actual,Retail,LBP,1750,1.17
2013-02-15,North,Zgharta,Zgharta,1709,34.4,35.9,milk and dairy,Cheese (picon),319,160 G,actual,Retail,LBP,2000,1.33
2013-02-15,North,Zgharta,Zgharta,1709,34.4,35.9,oil and fats,Oil (sunflower),184,5 L,actual,Retail,LBP,16000,10.67
